EmployeeID,Department,Role,Location,FTE,Age,Gender,TenureYears,Leadership,HireDate,HasITSkill,InITTraining,TrainingCompleted,AnnualSalaryEUR,Status,ExitDate,ReasonForLeaving,RetirementEligible,PromotionCount,LastPromotionDate,PayEquityFlag
10182,Claims Processing,Claims Team Lead,Amsterdam,0.8,32,Female,1.8,False,2023-10-23,False,False,False,54015.0,Active,,,False,0,,True
10183,Claims Processing,Senior Claims Adjuster,Utrecht,0.8,40,Female,1.2,False,2024-05-21,False,False,False,62070.0,Active,,,False,0,,True
10184,Claims Processing,Claims Team Lead,The Hague,1.0,63,Female,24.7,True,2000-12-09,False,True,True,62573.0,Active,,,True,1,2018-03-24,True
10185,Claims Processing,Senior Claims Adjuster,The Hague,1.0,57,Male,5.1,False,2020-07-29,False,False,False,47578.0,Active,,,False,1,2022-09-10,True
10186,Claims Processing,Senior Claims Adjuster,Utrecht,0.8,33,Female,2.2,False,2023-07-10,False,False,False,51985.0,Active,,,False,0,,True
10187,Claims Processing,Claims Team Lead,Amsterdam,1.0,59,Female,14.9,True,2010-11-05,True,True,True,66587.0,Active,,,False,1,2020-03-12,True
10188,Claims Processing,Claims Team Lead,Amsterdam,0.8,61,Male,7.3,False,2018-05-13,False,True,True,46505.0,Active,,,False,0,,True
10189,Claims Processing,Senior Claims Adjuster,The Hague,1.0,26,Male,1.4,False,2024-02-29,False,False,False,36323.0,Active,,,False,0,,False
10190,Claims Processing,Claims Team Lead,Amsterdam,1.0,37,Male,2.4,False,2023-02-25,False,False,False,58632.0,Active,,,False,1,2024-08-11,True
10191,Claims Processing,Claims Adjuster,Utrecht,0.8,59,Female,26.5,False,1999-03-30,False,False,False,49282.0,Active,,,False,1,2021-02-18,True
10192,Claims Processing,Claims Adjuster,Utrecht,1.0,40,Male,9.5,False,2016-04-07,True,False,False,60824.0,Active,,,False,0,,True
10193,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,63,Male,12.1,False,2013-05-25,False,False,False,53721.0,Active,,,True,0,,True
10194,Claims Processing,Claims Team Lead,The Hague,1.0,64,Female,12.1,False,2013-06-06,False,False,False,52502.0,Active,,,True,0,,True
10195,Claims Processing,Senior Claims Adjuster,Amsterdam,0.8,63,Male,8.3,False,2017-05-06,False,False,False,66317.0,Active,,,True,0,,True
10196,Claims Processing,Claims Team Lead,Amsterdam,1.0,29,Male,-0.0,True,2025-09-17,False,False,False,64042.0,Active,,,False,0,,True
10197,Claims Processing,Claims Team Lead,Amsterdam,0.6,63,Female,8.9,False,2016-09-15,False,False,False,48418.0,Active,,,True,1,2019-11-17,True
10198,Claims Processing,Claims Adjuster,Rotterdam,1.0,44,Female,5.5,False,2020-02-14,False,True,True,42745.0,Active,,,False,0,,False
10199,Claims Processing,Claims Team Lead,Amsterdam,0.6,41,Male,3.7,False,2021-12-06,False,False,False,54599.0,Active,,,False,2,2023-10-02,True
10200,Claims Processing,Claims Team Lead,Amsterdam,0.6,30,Male,3.4,False,2022-05-18,False,True,True,52320.0,Active,,,False,1,2025-01-19,True
10201,Claims Processing,Senior Claims Adjuster,Utrecht,1.0,61,Female,23.4,False,2002-04-07,True,False,False,37645.0,Active,,,False,0,,False
10202,Claims Processing,Claims Team Lead,The Hague,1.0,44,Male,16.4,True,2009-05-06,False,False,False,53629.0,Active,,,False,3,2021-12-26,True
10203,Claims Processing,Claims Team Lead,Amsterdam,1.0,35,Male,2.2,False,2023-07-23,False,False,False,45985.0,Active,,,False,2,2024-03-17,True
10204,Claims Processing,Claims Adjuster,Rotterdam,1.0,31,Male,1.2,False,2024-06-14,False,False,False,39789.0,Active,,,False,2,2025-07-15,False
10205,Claims Processing,Senior Claims Adjuster,The Hague,1.0,62,Male,10.6,False,2015-03-09,False,True,True,43403.0,Active,,,False,0,,False
10206,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,25,Male,2.4,False,2023-01-25,False,False,False,46720.0,Active,,,False,0,,True
10207,Claims Processing,Claims Adjuster,Amsterdam,1.0,25,Male,0.8,False,2024-09-05,False,False,False,50611.0,Active,,,False,1,2025-08-12,True
10208,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,33,Female,6.5,False,2019-03-07,False,False,False,39739.0,Active,,,False,2,2023-08-29,False
10209,Claims Processing,Claims Team Lead,Rotterdam,1.0,41,Female,9.5,False,2016-01-25,False,False,False,49690.0,Active,,,False,0,,True
10210,Claims Processing,Claims Team Lead,Amsterdam,1.0,64,Male,5.2,False,2020-06-27,False,False,False,60688.0,Active,,,True,0,,True
10211,Claims Processing,Claims Team Lead,The Hague,0.6,26,Female,4.3,False,2021-06-04,True,False,False,39304.0,Left,2025-02-15,Voluntary,False,0,,False
10212,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,31,Female,6.4,False,2019-05-10,True,False,False,44597.0,Active,,,False,0,,False
10213,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,46,Male,13.6,False,2011-12-29,False,False,False,40260.0,Active,,,False,0,,False
10214,Claims Processing,Claims Team Lead,Amsterdam,1.0,65,Male,19.3,True,2006-06-01,False,False,False,75248.0,Active,,,True,2,2015-07-30,True
10215,Claims Processing,Senior Claims Adjuster,Rotterdam,0.8,41,Female,17.6,False,2008-03-03,False,False,False,41617.0,Active,,,False,1,2023-08-13,False
10216,Claims Processing,Claims Team Lead,Utrecht,0.6,30,Female,3.7,False,2021-12-04,False,False,False,41154.0,Active,,,False,2,2023-01-09,False
10217,Claims Processing,Claims Adjuster,Utrecht,0.8,65,Female,17.0,False,2008-10-01,False,False,False,41572.0,Active,,,True,1,2023-03-11,False
10218,Claims Processing,Claims Team Lead,Utrecht,0.6,61,Male,24.4,False,2001-05-01,False,False,False,48873.0,Active,,,False,2,2019-06-13,True
10219,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,64,Female,14.5,False,2011-02-24,False,False,False,35648.0,Active,,,True,1,2013-12-09,False
10220,Claims Processing,Claims Team Lead,The Hague,0.8,35,Male,7.8,False,2017-11-05,False,False,False,40298.0,Active,,,False,1,2018-06-24,False
10221,Claims Processing,Claims Adjuster,Utrecht,0.8,40,Male,10.5,False,2015-01-27,False,False,False,51176.0,Active,,,False,2,2020-07-06,True
10222,Claims Processing,Claims Team Lead,Utrecht,1.0,44,Female,4.0,False,2021-06-18,False,False,False,48853.0,Active,,,False,0,,True
10223,Claims Processing,Claims Team Lead,Amsterdam,0.6,55,Male,21.2,True,2004-05-13,True,False,False,52117.0,Active,,,False,1,2009-10-17,True
10224,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,48,Male,4.5,False,2021-02-01,False,False,False,40585.0,Active,,,False,1,2023-07-30,False
10225,Claims Processing,Claims Team Lead,Amsterdam,1.0,27,Male,5.6,False,2020-02-20,False,False,False,56896.0,Active,,,False,1,2022-07-11,True
10226,Claims Processing,Claims Team Lead,Utrecht,1.0,64,Male,20.5,False,2005-03-08,False,True,True,42393.0,Active,,,True,2,2007-01-09,False
10227,Claims Processing,Claims Team Lead,Rotterdam,1.0,52,Male,5.5,False,2020-04-12,False,False,False,39186.0,Active,,,False,0,,False
10228,Claims Processing,Claims Team Lead,Rotterdam,0.8,26,Female,3.0,False,2022-07-21,True,False,False,43610.0,Left,2025-03-05,Voluntary,False,0,,False
10229,Claims Processing,Senior Claims Adjuster,The Hague,1.0,48,Male,18.5,False,2007-03-11,False,True,False,53785.0,Left,2024-10-24,Voluntary,False,0,,True
10230,Claims Processing,Claims Adjuster,The Hague,1.0,40,Female,3.0,False,2022-08-18,False,False,False,47185.0,Active,,,False,0,,True
10231,Claims Processing,Claims Adjuster,The Hague,1.0,54,Female,15.4,False,2010-02-26,False,False,False,53053.0,Active,,,False,0,,True
10232,Claims Processing,Claims Team Lead,Amsterdam,0.8,61,Female,27.2,False,1998-04-27,False,False,False,63374.0,Active,,,False,1,2012-12-14,True
10233,Claims Processing,Senior Claims Adjuster,Utrecht,1.0,52,Male,15.5,False,2010-02-25,False,False,False,56926.0,Active,,,False,1,2024-03-23,True
10234,Claims Processing,Claims Adjuster,Amsterdam,1.0,48,Female,16.6,False,2008-12-30,False,False,False,40078.0,Active,,,False,1,2016-02-25,False
10235,Claims Processing,Claims Adjuster,Amsterdam,0.6,30,Male,0.0,False,2025-09-23,False,False,False,56245.0,Active,,,False,0,,True
10236,Claims Processing,Claims Adjuster,Amsterdam,0.8,36,Female,3.7,False,2021-11-12,False,True,False,41077.0,Active,,,False,1,2024-11-20,False
10237,Claims Processing,Claims Adjuster,Amsterdam,1.0,48,Female,2.1,False,2023-07-07,False,True,False,58534.0,Active,,,False,0,,True
10238,Claims Processing,Claims Adjuster,Rotterdam,0.8,61,Female,5.5,False,2020-02-13,False,False,False,50968.0,Active,,,False,0,,True
10239,Claims Processing,Claims Adjuster,Utrecht,0.8,64,Male,8.3,False,2017-04-20,False,False,False,58111.0,Active,,,True,1,2020-12-06,True
10240,Claims Processing,Senior Claims Adjuster,Amsterdam,0.8,32,Female,4.1,False,2021-09-06,False,False,False,59264.0,Active,,,False,1,2024-08-04,True
10241,Claims Processing,Claims Team Lead,Utrecht,1.0,55,Male,2.5,False,2023-02-11,False,False,False,40602.0,Active,,,False,0,,False
10242,Claims Processing,Claims Adjuster,Rotterdam,1.0,57,Female,15.6,False,2010-02-27,True,False,False,42678.0,Left,2025-06-15,Retirement,False,1,2019-02-11,False
10243,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,64,Female,1.1,False,2024-05-28,False,False,False,53257.0,Active,,,True,0,,True
10244,Claims Processing,Claims Team Lead,Rotterdam,1.0,27,Male,4.4,True,2021-03-08,False,False,False,66413.0,Left,2025-08-03,Voluntary,False,1,2025-08-08,True
10245,Claims Processing,Claims Team Lead,Amsterdam,1.0,28,Female,4.6,False,2021-02-18,False,False,False,44548.0,Left,2025-07-03,Involuntary,False,0,,False
10246,Claims Processing,Claims Team Lead,Rotterdam,1.0,61,Male,15.3,False,2010-04-07,True,True,True,40593.0,Active,,,False,2,2024-12-04,False
10247,Claims Processing,Claims Adjuster,Rotterdam,1.0,60,Male,2.6,False,2022-11-17,True,False,False,50888.0,Active,,,False,0,,True
10248,Claims Processing,Claims Team Lead,Amsterdam,1.0,31,Male,1.9,False,2023-10-06,False,False,False,45068.0,Active,,,False,0,,False
10249,Claims Processing,Claims Team Lead,Amsterdam,1.0,56,Male,8.5,False,2017-01-27,False,False,False,49504.0,Active,,,False,2,2021-10-10,True
10250,Claims Processing,Senior Claims Adjuster,Rotterdam,0.8,47,Female,5.2,False,2020-05-03,False,False,False,51546.0,Active,,,False,0,,True
10251,Claims Processing,Senior Claims Adjuster,The Hague,1.0,57,Male,4.9,False,2020-10-07,False,False,False,48106.0,Active,,,False,1,2025-04-13,True
10252,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,54,Male,15.1,False,2010-08-30,False,False,False,53442.0,Active,,,False,0,,True
10253,Claims Processing,Claims Adjuster,Utrecht,0.8,28,Female,0.7,False,2024-12-14,False,False,False,37037.0,Active,,,False,0,,False
10254,Claims Processing,Claims Adjuster,Utrecht,1.0,25,Female,2.4,False,2023-05-03,False,True,True,47285.0,Active,,,False,0,,True
10255,Claims Processing,Claims Team Lead,The Hague,0.8,54,Female,6.6,False,2019-01-21,False,False,False,47480.0,Active,,,False,0,,True
10256,Claims Processing,Claims Team Lead,Utrecht,0.8,61,Female,25.3,False,2000-03-14,False,False,False,58442.0,Active,,,False,2,2000-08-24,True
10257,Claims Processing,Claims Adjuster,Rotterdam,1.0,33,Female,3.7,False,2022-01-01,False,False,False,56512.0,Active,,,False,2,2024-05-23,True
10258,Claims Processing,Claims Adjuster,Utrecht,0.8,26,Male,4.4,False,2021-01-24,False,False,False,49717.0,Active,,,False,2,2021-08-13,True
10259,Claims Processing,Senior Claims Adjuster,The Hague,1.0,31,Male,2.6,False,2023-01-11,False,False,False,44193.0,Active,,,False,0,,False
10260,Claims Processing,Claims Adjuster,Rotterdam,1.0,49,Female,4.8,False,2020-11-15,False,False,False,48892.0,Active,,,False,0,,True
10261,Claims Processing,Claims Adjuster,Amsterdam,1.0,34,Male,1.6,False,2023-12-22,False,True,True,50557.0,Active,,,False,1,2024-06-02,True
10262,Claims Processing,Claims Team Lead,Amsterdam,1.0,55,Female,14.5,False,2011-04-08,False,False,False,34645.0,Active,,,False,0,,False
10263,Claims Processing,Claims Team Lead,Utrecht,0.6,61,Male,6.0,False,2019-09-07,False,False,False,55541.0,Active,,,False,0,,True
10264,Claims Processing,Claims Team Lead,Utrecht,1.0,61,Male,1.0,True,2024-06-19,False,False,False,44852.0,Active,,,False,1,2025-03-14,False
10265,Claims Processing,Claims Adjuster,Amsterdam,1.0,47,Male,14.3,False,2011-06-12,True,False,False,52852.0,Left,2025-01-25,Retirement,False,1,2012-10-22,True
10266,Claims Processing,Claims Team Lead,Rotterdam,1.0,49,Female,8.7,False,2016-11-02,False,False,False,52696.0,Active,,,False,1,2024-06-27,True
10267,Claims Processing,Claims Adjuster,Rotterdam,1.0,25,Male,1.5,False,2024-03-09,False,False,False,52046.0,Active,,,False,0,,True
10268,Claims Processing,Claims Adjuster,Amsterdam,1.0,57,Female,10.4,False,2015-05-22,False,False,False,44710.0,Active,,,False,0,,False
10269,Claims Processing,Senior Claims Adjuster,The Hague,1.0,55,Male,4.5,False,2021-03-20,False,False,False,52810.0,Active,,,False,0,,True
10270,Claims Processing,Claims Adjuster,Amsterdam,0.8,31,Male,3.7,False,2021-12-09,False,False,False,61921.0,Active,,,False,0,,True
10271,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,25,Female,1.4,False,2024-02-22,False,False,False,58599.0,Active,,,False,0,,True
10272,Claims Processing,Claims Team Lead,Rotterdam,1.0,61,Female,16.2,True,2009-05-05,False,False,False,56330.0,Active,,,False,1,2016-05-11,True
10273,Claims Processing,Claims Team Lead,Utrecht,1.0,27,Male,0.0,False,2025-10-02,False,False,False,42523.0,Active,,,False,1,2026-01-10,False
10274,Claims Processing,Claims Team Lead,Amsterdam,1.0,51,Female,8.4,False,2017-03-08,False,False,False,50172.0,Active,,,False,1,2019-04-26,True
10275,Claims Processing,Claims Team Lead,Utrecht,0.8,51,Male,14.3,False,2011-04-27,False,False,False,51447.0,Active,,,False,0,,True
10276,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,38,Male,9.8,False,2015-11-23,True,False,False,52958.0,Active,,,False,0,,True
10277,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,49,Male,6.2,False,2019-06-17,False,False,False,40346.0,Active,,,False,0,,False
10278,Claims Processing,Claims Team Lead,Amsterdam,1.0,62,Female,18.9,False,2006-08-16,False,False,False,47575.0,Left,2025-06-13,Voluntary,False,2,2022-12-12,True
10279,Claims Processing,Claims Team Lead,Rotterdam,0.8,57,Female,6.1,False,2019-07-07,False,False,False,37573.0,Active,,,False,2,2021-09-07,False
10280,Claims Processing,Claims Team Lead,Amsterdam,1.0,59,Male,6.2,False,2019-06-30,False,True,False,56448.0,Active,,,False,0,,True
10281,Claims Processing,Senior Claims Adjuster,The Hague,1.0,56,Female,9.9,False,2015-10-01,False,False,False,62210.0,Active,,,False,2,2022-06-07,True
10282,Claims Processing,Claims Team Lead,Utrecht,0.8,48,Male,9.9,False,2015-10-29,False,False,False,42916.0,Active,,,False,1,2018-08-04,False
10283,Claims Processing,Senior Claims Adjuster,The Hague,1.0,36,Male,6.3,False,2019-04-16,False,False,False,49925.0,Active,,,False,1,2023-08-01,True
10284,Claims Processing,Claims Adjuster,Amsterdam,0.8,55,Male,3.2,False,2022-05-24,False,False,False,51655.0,Active,,,False,0,,True
10285,Claims Processing,Claims Team Lead,The Hague,0.8,41,Male,6.4,False,2019-02-05,False,False,False,62091.0,Active,,,False,2,2020-06-08,True
10286,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,40,Male,5.0,False,2020-09-06,False,False,False,39840.0,Active,,,False,2,2025-03-22,False
10287,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,42,Female,3.0,False,2022-09-03,False,True,False,43646.0,Active,,,False,0,,False
10288,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,49,Female,11.4,False,2014-05-03,True,False,False,47733.0,Active,,,False,0,,True
10289,Claims Processing,Claims Adjuster,Amsterdam,1.0,56,Male,7.8,False,2017-12-09,False,False,False,43739.0,Active,,,False,2,2022-04-02,False
10290,Claims Processing,Claims Team Lead,Utrecht,0.6,32,Male,10.2,False,2015-07-30,False,False,False,54002.0,Active,,,False,0,,True
10291,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,33,Male,1.7,False,2024-01-05,False,False,False,50445.0,Active,,,False,0,,True
10292,Claims Processing,Claims Team Lead,Amsterdam,1.0,59,Male,16.7,False,2008-12-28,False,False,False,43106.0,Active,,,False,1,2018-07-08,False
10293,Claims Processing,Senior Claims Adjuster,Rotterdam,0.8,65,Male,9.2,False,2016-05-08,False,False,False,60766.0,Active,,,True,2,2020-03-27,True
10294,Claims Processing,Claims Team Lead,Amsterdam,1.0,59,Female,12.1,False,2013-08-13,False,False,False,46850.0,Active,,,False,1,2018-04-13,True
10295,Claims Processing,Claims Adjuster,Rotterdam,1.0,63,Male,20.8,False,2004-10-12,False,False,False,56605.0,Active,,,True,0,,True
10296,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,65,Female,19.9,False,2005-09-03,True,False,False,58160.0,Active,,,True,0,,True
10297,Claims Processing,Senior Claims Adjuster,Utrecht,1.0,46,Female,13.4,False,2012-01-30,False,False,False,53352.0,Active,,,False,0,,True
10298,Claims Processing,Claims Adjuster,Utrecht,0.8,54,Male,11.6,False,2014-01-17,False,False,False,51694.0,Active,,,False,0,,True
10299,Claims Processing,Claims Team Lead,Rotterdam,1.0,58,Female,12.2,True,2013-07-21,False,False,False,59270.0,Active,,,False,0,,True
10300,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,29,Male,2.9,False,2022-10-07,False,False,False,51373.0,Active,,,False,0,,True
10301,Claims Processing,Claims Adjuster,Rotterdam,1.0,59,Female,9.5,False,2016-02-16,False,False,False,45238.0,Active,,,False,0,,True
10302,Claims Processing,Claims Team Lead,Utrecht,1.0,27,Male,5.4,True,2020-02-06,False,False,False,56712.0,Active,,,False,1,2025-01-14,True
10303,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,60,Male,8.7,False,2017-01-28,False,False,False,57925.0,Active,,,False,0,,True
10304,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,44,Male,6.5,False,2019-01-28,False,False,False,47874.0,Active,,,False,1,2022-06-05,True
10305,Claims Processing,Claims Team Lead,Amsterdam,1.0,52,Male,10.0,True,2015-09-03,False,False,False,67154.0,Active,,,False,2,2025-04-03,True
10306,Claims Processing,Claims Adjuster,Rotterdam,0.6,56,Male,6.4,False,2019-03-26,False,True,False,56355.0,Active,,,False,0,,True
10307,Claims Processing,Claims Adjuster,Rotterdam,1.0,58,Male,17.0,False,2008-06-30,False,False,False,37213.0,Active,,,False,1,2014-10-21,False
10308,Claims Processing,Claims Adjuster,Utrecht,1.0,36,Male,6.9,False,2018-09-28,False,True,True,48943.0,Active,,,False,3,2020-02-05,True
10309,Claims Processing,Claims Adjuster,Amsterdam,1.0,44,Female,5.9,False,2019-10-06,False,True,False,44571.0,Active,,,False,0,,False
10310,Claims Processing,Senior Claims Adjuster,Rotterdam,0.8,64,Female,18.5,False,2007-03-25,False,False,False,56329.0,Active,,,True,1,2011-02-21,True
10311,Claims Processing,Claims Team Lead,Utrecht,0.8,41,Male,5.9,False,2019-10-01,False,False,False,60711.0,Active,,,False,0,,True
10312,Claims Processing,Claims Adjuster,Utrecht,1.0,27,Male,4.9,False,2020-08-27,False,False,False,56919.0,Active,,,False,0,,True
10313,Claims Processing,Claims Team Lead,Rotterdam,0.6,46,Female,5.5,False,2020-01-20,False,False,False,55722.0,Active,,,False,0,,True
10314,Claims Processing,Claims Adjuster,Rotterdam,1.0,29,Female,1.8,False,2023-10-16,True,False,False,57239.0,Active,,,False,1,2025-08-12,True
10315,Claims Processing,Claims Adjuster,Amsterdam,1.0,61,Female,13.7,False,2012-01-02,False,False,False,53089.0,Active,,,False,1,2019-04-05,True
10316,Claims Processing,Senior Claims Adjuster,The Hague,1.0,62,Male,13.2,False,2012-06-16,True,False,False,50699.0,Active,,,False,1,2014-04-26,True
10317,Claims Processing,Claims Team Lead,Amsterdam,1.0,53,Male,2.6,True,2022-12-17,False,False,False,57422.0,Active,,,False,0,,True
10318,Claims Processing,Senior Claims Adjuster,The Hague,0.8,43,Male,8.5,False,2017-03-12,False,False,False,62173.0,Active,,,False,0,,True
10319,Claims Processing,Claims Team Lead,Utrecht,1.0,40,Male,4.7,True,2020-10-20,False,False,False,66299.0,Active,,,False,1,2023-10-10,True
10320,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,63,Female,26.4,False,1999-03-09,False,False,False,63177.0,Active,,,True,1,2016-09-14,True
10321,Claims Processing,Senior Claims Adjuster,Amsterdam,0.8,62,Female,17.8,False,2007-09-12,True,False,False,40283.0,Active,,,False,0,,False
10322,Claims Processing,Claims Adjuster,Rotterdam,1.0,65,Female,4.0,False,2021-07-13,False,False,False,57243.0,Active,,,True,1,2025-02-13,True
10323,Claims Processing,Claims Adjuster,Rotterdam,1.0,41,Female,2.7,False,2022-10-07,False,False,False,46591.0,Active,,,False,0,,True
10324,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,46,Female,7.4,False,2018-03-28,True,False,False,58353.0,Active,,,False,0,,True
10325,Claims Processing,Claims Team Lead,Utrecht,1.0,59,Male,5.6,True,2020-03-04,False,False,False,74897.0,Active,,,False,1,2022-02-23,True
10326,Claims Processing,Claims Team Lead,The Hague,1.0,50,Male,3.6,False,2021-12-22,False,False,False,42414.0,Active,,,False,0,,False
10327,Claims Processing,Claims Team Lead,Rotterdam,1.0,43,Female,6.4,False,2019-02-18,False,False,False,45155.0,Active,,,False,1,2020-03-16,True
10328,Claims Processing,Claims Adjuster,Utrecht,1.0,61,Male,13.1,False,2012-05-18,True,False,False,62159.0,Active,,,False,3,2023-03-05,True
10329,Claims Processing,Claims Team Lead,Amsterdam,1.0,33,Female,2.1,False,2023-06-08,False,False,False,49711.0,Active,,,False,0,,True
10330,Claims Processing,Senior Claims Adjuster,Rotterdam,0.8,58,Female,2.9,False,2022-08-04,False,False,False,59433.0,Active,,,False,0,,True
10331,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,27,Male,1.4,False,2024-05-03,False,False,False,42231.0,Active,,,False,1,2024-10-09,False
10332,Claims Processing,Claims Adjuster,Rotterdam,1.0,25,Male,2.3,False,2023-03-18,False,False,False,61673.0,Active,,,False,0,,True
10333,Claims Processing,Claims Team Lead,The Hague,1.0,57,Female,11.0,True,2014-08-26,False,False,False,62748.0,Active,,,False,0,,True
10334,Claims Processing,Claims Team Lead,Utrecht,1.0,62,Male,5.7,True,2019-10-08,False,False,False,65099.0,Active,,,False,1,2022-03-10,True
10335,Claims Processing,Claims Team Lead,Amsterdam,1.0,64,Female,18.4,True,2007-05-16,False,False,False,50007.0,Active,,,True,1,2009-01-23,True
10336,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,62,Female,13.8,False,2011-11-12,True,False,False,50538.0,Active,,,False,0,,True
10337,Claims Processing,Claims Team Lead,Rotterdam,1.0,57,Male,12.1,False,2013-08-26,False,False,False,45715.0,Active,,,False,1,2017-07-02,True
10338,Claims Processing,Claims Team Lead,Rotterdam,0.6,47,Male,15.5,False,2010-02-15,False,False,False,63629.0,Active,,,False,0,,True
10339,Claims Processing,Claims Team Lead,Utrecht,1.0,32,Female,6.5,False,2019-03-07,False,True,False,45704.0,Active,,,False,1,2022-02-18,True
10340,Claims Processing,Claims Team Lead,Utrecht,0.8,58,Female,11.7,False,2013-11-03,False,False,False,41391.0,Left,2025-08-05,Retirement,False,0,,False
10341,Claims Processing,Claims Team Lead,Rotterdam,1.0,40,Male,10.6,False,2015-02-12,False,False,False,60607.0,Active,,,False,0,,True
10342,Claims Processing,Claims Adjuster,Rotterdam,0.8,58,Male,12.6,False,2013-02-22,False,False,False,43653.0,Active,,,False,2,2015-02-02,False
10343,Claims Processing,Claims Team Lead,Amsterdam,1.0,58,Male,2.8,True,2022-09-09,False,False,False,56233.0,Left,2024-09-06,Retirement,False,0,,True
10344,Claims Processing,Claims Adjuster,Amsterdam,0.8,62,Female,2.7,False,2023-01-23,False,False,False,68704.0,Active,,,False,1,2024-03-24,True
10345,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,61,Female,9.6,False,2015-12-05,False,False,False,46089.0,Active,,,False,0,,True
10346,Claims Processing,Senior Claims Adjuster,Rotterdam,1.0,58,Female,6.1,False,2019-07-23,False,False,False,61027.0,Active,,,False,2,2025-05-19,True
10347,Claims Processing,Senior Claims Adjuster,Utrecht,1.0,59,Male,12.6,False,2013-01-01,False,False,False,53629.0,Active,,,False,1,2023-10-26,True
10348,Claims Processing,Claims Adjuster,Utrecht,0.8,58,Male,8.1,False,2017-05-26,False,False,False,48006.0,Active,,,False,0,,True
10349,Claims Processing,Senior Claims Adjuster,Amsterdam,1.0,25,Female,0.8,False,2024-10-30,False,True,True,51765.0,Left,2025-07-12,Retirement,False,1,2025-08-13,True
10350,Call Center,Agent,Rotterdam,1.0,35,Male,9.5,False,2015-12-29,False,False,False,36439.0,Active,,,False,0,,True
10351,Call Center,Team Lead,Amsterdam,1.0,29,Male,4.0,False,2021-09-13,False,False,False,28622.0,Active,,,False,0,,False
10352,Call Center,Team Lead,Utrecht,1.0,26,Female,3.1,False,2022-08-03,False,False,False,40290.0,Active,,,False,0,,True
10353,Call Center,Team Lead,The Hague,0.8,43,Male,16.1,True,2009-08-19,False,False,False,49834.0,Active,,,False,0,,True
10354,Call Center,Senior Agent,Amsterdam,1.0,22,Female,0.0,False,2025-09-19,False,False,False,36139.0,Active,,,False,0,,True
10355,Call Center,Agent,Amsterdam,0.6,30,Male,0.0,False,2025-07-30,False,False,False,37882.0,Active,,,False,0,,True
10356,Call Center,Team Lead,Amsterdam,1.0,33,Female,3.3,False,2022-05-01,False,False,False,34831.0,Active,,,False,0,,True
10357,Call Center,Agent,Rotterdam,1.0,42,Male,2.8,False,2022-09-27,False,False,False,32352.0,Left,2025-04-08,Voluntary,False,0,,False
10358,Call Center,Team Lead,Rotterdam,1.0,37,Female,8.6,False,2017-02-07,False,False,False,41869.0,Left,2025-08-14,Voluntary,False,0,,True
10359,Call Center,Agent,Amsterdam,1.0,22,Female,0.2,False,2025-04-24,False,True,True,38201.0,Active,,,False,0,,True
10360,Call Center,Agent,Utrecht,1.0,32,Male,3.0,False,2022-09-05,False,False,False,34777.0,Left,2025-05-25,Voluntary,False,0,,True
10361,Call Center,Agent,Amsterdam,0.8,32,Male,1.7,False,2024-01-04,False,False,False,38515.0,Active,,,False,0,,True
10362,Call Center,Agent,Rotterdam,0.8,31,Male,5.1,False,2020-07-15,False,False,False,37301.0,Active,,,False,0,,True
10363,Call Center,Agent,Rotterdam,0.6,36,Female,7.0,False,2018-08-29,False,False,False,44163.0,Active,,,False,1,2020-05-20,True
10364,Call Center,Team Lead,Utrecht,0.8,24,Female,2.2,False,2023-06-17,False,False,False,38525.0,Active,,,False,0,,True
10365,Call Center,Agent,Amsterdam,0.8,30,Male,5.9,False,2019-09-12,False,False,False,40396.0,Active,,,False,0,,True
10366,Call Center,Agent,The Hague,1.0,35,Female,4.7,False,2020-12-16,False,False,False,45428.0,Left,2024-11-07,Involuntary,False,2,2022-06-06,True
10367,Call Center,Agent,Utrecht,0.8,36,Male,1.4,False,2024-04-06,False,False,False,29913.0,Active,,,False,0,,False
